"MSSubClass","MSZoning","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","BasementSF","OneandTwoFloorSF","FrontSF","BasementBath","Bath","Age","YrOfRemodel","HighQualSF","TotalArea","LogPrice"
120,"RL",3922,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",72,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1258,1258,"GasA","Ex","Y","SBrkr",1402,0,0,1402,0,2,0,2,2,1,"Gd",7,"Typ",1,3,648,"Y",120,16,0,0,0,0,0,2,2007,"New","Partial",0,1402,136,1,1,1,0,2186,7438,12.1766489841567
20,"RL",12984,"Pave","Reg","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",459,"TA","TA","CBlock","Gd","TA","Mn","ALQ",1283,"LwQ",147,0,1430,"GasA","Ex","Y","SBrkr",1647,0,0,1647,1,0,2,0,3,1,"Gd",7,"Typ",1,2,621,"Y",0,0,0,0,0,0,0,3,2006,"WD","Normal",1430,1647,0,1,2,29,29,3698,17141,12.2899541295109
160,"RM",1950,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blueste","Norm","Norm","Twnhs","2Story",6,6,1980,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Gd","TA","No","LwQ",81,"GLQ",612,23,716,"GasA","TA","Y","SBrkr",716,840,0,1556,1,0,2,1,3,1,"TA",6,"Typ",1,2,452,"Y",161,0,0,0,0,0,0,7,2008,"COD","Normal",693,1556,161,1,2.5,28,28,2862,4835,11.9250351157971
60,"RL",10927,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",280,"Gd","TA","PConc","Gd","TA","Av","GLQ",546,"Unf",0,512,1058,"GasA","Ex","Y","SBrkr",1058,846,0,1904,1,0,2,1,3,1,"Ex",8,"Typ",1,2,736,"Y",179,60,0,0,0,0,0,6,2006,"WD","Normal",546,1904,239,1,2.5,1,1,3425,15144,12.5245263766487
50,"RM",9000,"Pave","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1937,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA","TA","Y","SBrkr",780,595,0,1375,0,0,1,1,3,1,"Gd",6,"Typ",1,1,544,"P",0,162,0,0,126,0,0,12,2007,"WD","Normal",0,1375,162,0,1.5,70,57,2081,11987,11.8565151693603
60,"RL",10041,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",8,5,1992,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",789,"Unf",0,119,908,"GasA","Ex","Y","SBrkr",927,988,0,1915,1,0,2,1,3,1,"Gd",8,"Typ",1,2,506,"Y",120,150,0,0,0,0,0,2,2006,"WD","Abnorml",789,1915,270,1,2.5,14,14,3480,13640,12.3013828253345
160,"FV",3182,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2004,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,600,600,"GasA","Ex","Y","SBrkr",600,600,0,1200,0,0,2,1,2,1,"Gd",4,"Typ",0,2,480,"Y",0,172,0,0,0,0,0,6,2010,"WD","Normal",0,1200,172,0,2.5,6,5,1852,5634,11.9250351157971
20,"RL",12803,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",99,"Gd","TA","PConc","Gd","TA","Mn","GLQ",922,"Unf",0,572,1494,"GasA","Ex","Y","SBrkr",1494,0,0,1494,1,0,2,0,3,1,"Gd",6,"Typ",1,2,530,"Y",192,36,0,0,0,0,0,9,2008,"WD","Normal",922,1494,228,1,2,6,6,3174,16648,12.3059179804999
60,"RL",13600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",7,6,1965,1990,"Gable","CompShg","HdBoard","HdBoard","BrkFace",176,"TA","TA","CBlock","TA","TA","No","BLQ",454,"Unf",0,314,768,"GasA","TA","Y","SBrkr",1186,800,0,1986,0,0,2,1,3,1,"TA",7,"Typ",3,2,486,"Y",0,42,0,0,189,0,0,10,2009,"WD","Normal",454,1986,42,0,2.5,44,19,2968,17247,12.2307652581205
20,"RL",12464,"Pave","IR2","Low","AllPub","Corner","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,5,1996,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","GLQ",732,"Unf",0,308,1040,"GasA","Gd","Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,"Gd",6,"Typ",0,2,576,"Y",168,0,0,0,0,0,0,11,2009,"WD","Normal",732,1040,168,1,1,13,13,2516,15288,11.9316357998284
20,"RL",7800,"Pave","Reg","Bnk","AllPub","Inside","Mod","Edwards","Norm","Norm","1Fam","2Story",5,8,1948,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","Gd","No","GLQ",603,"Unf",0,293,896,"GasA","Ex","Y","SBrkr",1112,896,0,2008,1,0,3,0,3,1,"Ex",8,"Typ",0,1,230,"Y",103,0,0,0,0,0,0,8,2006,"WD","Normal",603,2008,103,1,3,58,4,2944,11037,12.3238556811866
70,"RL",12168,"Pave","Reg","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",8,6,1934,1998,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","Mn","BLQ",428,"Unf",0,537,965,"GasA","TA","Y","SBrkr",1940,1254,0,3194,0,0,2,1,4,1,"TA",10,"Typ",2,2,380,"Y",0,0,0,0,0,0,0,9,2007,"WD","Alloca",428,3194,0,0,2.5,73,9,4002,16707,12.7913561802142
20,"RL",7943,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,5,1961,1961,"Gable","CompShg","VinylSd","VinylSd","BrkCmn",192,"TA","Fa","CBlock","TA","TA","Mn","Rec",903,"Unf",0,126,1029,"GasA","Gd","Y","SBrkr",1029,0,0,1029,1,0,1,0,3,1,"TA",5,"Typ",0,1,261,"Y",64,0,39,0,0,0,0,4,2007,"WD","Normal",903,1029,64,1,1,46,46,2257,10557,11.6826682395573
60,"RL",11050,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","PosN","Norm","1Fam","2Story",9,5,2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",204,"Gd","TA","PConc","Ex","TA","Mn","GLQ",904,"Unf",0,536,1440,"GasA","Ex","Y","SBrkr",1476,677,0,2153,1,0,2,1,3,1,"Ex",8,"Typ",2,3,736,"Y",253,142,0,0,0,0,0,5,2009,"WD","Normal",904,2153,395,1,2.5,9,9,4188,15978,12.6539584695223
80,"RL",10395,"Pave","IR1","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",233,"TA","TA","CBlock","Gd","TA","Av","ALQ",605,"Unf",0,427,1032,"GasA","TA","Y","SBrkr",1032,0,0,1032,0,1,2,0,3,1,"TA",6,"Typ",1,2,564,"Y",0,0,0,0,0,0,500,7,2007,"WD","Normal",605,1032,0,0.5,2,29,29,2201,13256,11.9049675527463
60,"RL",11885,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"Gd","TA","PConc","Gd","TA","Av","GLQ",990,"Unf",0,309,1299,"GasA","Ex","Y","SBrkr",1299,573,0,1872,1,0,2,1,3,1,"Ex",7,"Typ",1,2,531,"Y",160,122,0,0,0,0,0,11,2009,"WD","Normal",990,1872,282,1,2.5,8,8,3675,15977,12.4741895624871
20,"RL",8402,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Feedr","Norm","1Fam","1Story",5,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",206,"Unf",0,914,1120,"GasA","Ex","Y","SBrkr",1120,0,0,1120,0,0,1,0,3,1,"TA",6,"Typ",0,0,0,"Y",0,30,0,0,0,0,0,12,2007,"New","Partial",206,1120,30,0,1,0,0,1356,10672,11.8981878657609
180,"RM",1491,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","SFoyer",4,6,1972,1972,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Av","LwQ",150,"GLQ",480,0,630,"GasA","Ex","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,"TA",3,"Typ",0,0,0,"Y",96,24,0,0,0,0,0,5,2010,"WD","Normal",630,630,120,1,1,38,38,1380,2871,11.2318879352371
85,"RL",8800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","SFoyer",6,7,1963,1963,"Gable","CompShg","MetalSd","MetalSd","BrkFace",156,"TA","Gd","PConc","TA","TA","Gd","GLQ",763,"Unf",0,173,936,"GasA","Ex","Y","SBrkr",1054,0,0,1054,1,0,1,0,3,1,"Gd",6,"Typ",0,2,480,"Y",120,0,0,0,0,0,0,5,2010,"WD","Abnorml",763,1054,120,1,1,47,47,2417,11546,11.8313791960888
60,"RL",7861,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2002,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",457,"Unf",0,326,783,"GasA","Ex","Y","SBrkr",807,702,0,1509,1,0,2,1,3,1,"Gd",7,"Typ",1,2,393,"Y",100,75,0,0,0,0,0,6,2006,"WD","Normal",457,1509,175,1,2.5,4,3,2534,10721,12.1183337312222
45,"RL",7227,"Pave","Reg","HLS","AllPub","Corner","Mod","NAmes","Artery","Norm","1Fam","1.5Unf",6,6,1954,1954,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,832,832,"GasA","Gd","Y","SBrkr",832,0,0,832,0,0,1,0,2,1,"Gd",4,"Typ",0,2,528,"Y",0,0,0,0,0,0,0,6,2008,"WD","Normal",0,832,0,0,1,54,54,1360,9419,11.5664662318983
20,"RL",11694,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2007,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",452,"Ex","TA","PConc","Ex","TA","Av","GLQ",48,"Unf",0,1774,1822,"GasA","Ex","Y","SBrkr",1828,0,0,1828,0,0,2,0,3,1,"Gd",9,"Typ",1,3,774,"Y",0,108,0,0,260,0,0,7,2007,"New","Partial",48,1828,108,0,2,0,0,2758,16938,12.6597340907337
60,"RL",12244,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,2003,2003,"Hip","CompShg","VinylSd","VinylSd","Stone",226,"Gd","TA","PConc","Gd","TA","Gd","GLQ",871,"Unf",0,611,1482,"GasA","Ex","Y","SBrkr",1482,780,0,2262,1,0,2,1,4,1,"Gd",10,"Typ",2,3,749,"Y",168,0,0,0,0,0,0,8,2008,"WD","Normal",871,2262,168,1,2.5,5,5,4050,17131,12.6280670555895
30,"RL",8248,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,1914,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",41,"Unf",0,823,864,"GasA","TA","N","FuseF",864,0,0,864,1,0,1,0,2,1,"TA",5,"Typ",0,0,0,"N",0,0,100,0,0,0,0,9,2008,"WD","Normal",41,864,0,1,1,94,58,905,10076,11.1124478983731
60,"RL",10800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,7,1974,1997,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",956,"Rec",182,384,1522,"GasA","TA","Y","SBrkr",1548,1066,0,2614,0,0,2,1,4,1,"TA",9,"Typ",1,2,624,"Y",38,243,0,0,0,0,0,6,2008,"WD","Normal",1138,2614,281,0,2.5,34,11,4657,15841,12.3883942023241
20,"RL",7064,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",153,"TA","TA","CBlock","TA","TA","No","BLQ",560,"Unf",0,420,980,"GasA","TA","Y","SBrkr",980,0,0,980,0,0,1,0,3,1,"TA",6,"Typ",0,2,484,"Y",192,0,0,0,0,0,0,7,2009,"WD","Normal",560,980,192,0,1,32,32,2216,9853,11.8130300574206
160,"FV",2117,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",513,"Gd","TA","PConc","Gd","TA","No","GLQ",420,"Unf",0,336,756,"GasA","Ex","Y","SBrkr",756,756,0,1512,0,0,2,1,2,1,"Gd",4,"Typ",1,2,440,"Y",0,32,0,0,0,0,0,6,2007,"WD","Normal",420,1512,32,0,2.5,7,7,2404,5370,12.0346910287746
60,"RL",10400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1972,1972,"Gable","CompShg","VinylSd","VinylSd","None",288,"TA","TA","CBlock","TA","TA","No","Rec",247,"Unf",0,485,732,"GasA","Gd","Y","SBrkr",1012,778,0,1790,1,0,1,2,4,1,"TA",8,"Min2",1,2,484,"Y",148,0,0,0,147,0,0,11,2006,"WD","Normal",247,1790,148,1,2,34,34,2669,13989,12.0146094308189
20,"RL",10000,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1962,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",261,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1116,1116,"GasA","TA","Y","SBrkr",1116,0,0,1116,0,0,1,1,3,1,"TA",5,"Typ",0,2,440,"Y",0,0,0,0,385,0,0,2,2010,"WD","Normal",0,1116,0,0,1.5,48,48,1556,13318,11.982929094216
20,"RL",12342,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1978,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,978,978,"GasA","TA","Y","SBrkr",1422,0,0,1422,0,0,1,0,3,1,"TA",6,"Min1",1,1,286,"Y",0,0,36,0,0,0,600,8,2007,"WD","Normal",0,1422,0,0,1,47,29,1708,15064,11.8486831606536
80,"RL",9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1955,1972,"Gable","CompShg","AsbShng","AsbShng","BrkFace",164,"TA","TA","CBlock","TA","TA","Av","BLQ",674,"LwQ",132,350,1156,"GasA","Ex","Y","SBrkr",1520,0,0,1520,1,0,1,0,3,1,"TA",7,"Typ",2,1,364,"Y",0,0,189,0,0,0,0,3,2010,"WD","Normal",806,1520,0,1,1,55,38,2690,12993,11.9381932003746
60,"RL",11606,"Pave","IR1","HLS","AllPub","Inside","Sev","NAmes","Norm","Norm","1Fam","2Story",5,5,1969,1969,"Gable","CompShg","Plywood","Plywood","BrkFace",192,"TA","TA","PConc","Gd","TA","Av","Rec",650,"Unf",0,390,1040,"GasA","TA","Y","SBrkr",1040,1040,0,2080,0,1,1,2,5,1,"Fa",9,"Typ",2,2,504,"Y",335,0,0,0,0,0,0,9,2007,"WD","Family",650,2080,335,0.5,2,38,38,3569,15757,11.8130300574206
80,"RL",9020,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","SLvl",6,5,1964,1964,"Gable","WdShngl","Plywood","Wd Sdng","BrkFace",259,"TA","TA","CBlock","TA","TA","Gd","GLQ",624,"Rec",336,288,1248,"GasA","TA","Y","SBrkr",1350,0,0,1350,1,0,1,1,3,1,"TA",6,"Typ",0,2,520,"Y",176,0,0,0,0,0,0,6,2008,"WD","Normal",960,1350,176,1,1.5,44,44,3006,12573,12.0346910287746
70,"RM",9000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","2Story",5,6,1880,1991,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,636,636,"GasA","TA","Y","FuseA",1089,661,0,1750,0,0,1,0,3,1,"Ex",8,"Typ",0,1,240,"N",0,0,293,0,0,0,0,6,2006,"WD","Abnorml",0,1750,0,0,1,126,15,1990,11919,11.7280368445872
120,"RL",4590,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",108,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Unf",0,1530,1554,"GasA","Ex","Y","SBrkr",1554,0,0,1554,0,0,2,0,2,1,"Gd",6,"Typ",1,2,627,"Y",156,73,0,0,0,0,0,8,2007,"WD","Normal",24,1554,229,0,2,1,1,2434,8662,12.2524790183443
20,"RL",11900,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1977,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",209,"TA","Gd","CBlock","TA","TA","No","ALQ",822,"Unf",0,564,1386,"GasA","TA","Y","SBrkr",1411,0,0,1411,0,0,2,0,3,1,"TA",6,"Typ",1,2,544,"Y",192,0,0,0,0,0,0,4,2009,"WD","Family",822,1411,192,0,2,32,32,2969,15642,11.3205535723228
20,"RL",9250,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",480,"LwQ",468,108,1056,"GasA","TA","Y","SBrkr",1056,0,0,1056,0,1,1,0,3,1,"TA",6,"Typ",0,1,260,"Y",390,0,0,0,0,0,0,7,2007,"WD","Normal",948,1056,390,0.5,1,53,2,2654,12012,11.8451027773086
90,"RL",6979,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","Duplex","SFoyer",6,5,1980,1980,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",1056,"Unf",0,0,1056,"GasA","Gd","Y","SBrkr",1056,0,0,1056,2,0,0,0,0,2,"TA",4,"Typ",0,2,576,"Y",264,56,0,0,0,0,600,6,2010,"WD","Normal",1056,1056,320,2,0,30,30,3008,9987,11.8775685785581
190,"RH",10896,"Pave","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Feedr","Norm","2fmCon","2.5Fin",6,7,1914,1995,"Hip","CompShg","VinylSd","VinylSd","None",0,"Fa","TA","CBlock","TA","Fa","No","LwQ",256,"Unf",0,1184,1440,"GasA","Ex","Y","FuseA",1440,1440,515,3395,0,0,2,0,8,2,"Fa",14,"Typ",0,0,0,"N",0,110,0,0,0,0,0,3,2007,"WD","Abnorml",256,2880,110,0,2,93,12,3761,15841,12.2060726455302
30,"RM",6120,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",2,3,1936,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"Fa","Fa","BrkTil","TA","Fa","No","Unf",0,"Unf",0,264,264,"Grav","Fa","N","FuseA",800,0,0,800,0,0,1,0,1,1,"Fa",4,"Maj1",1,0,0,"N",0,0,0,0,0,0,0,1,2009,"ConLw","Normal",0,800,0,0,1,73,59,800,7184,11.0020998412042
190,"RM",6000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin",5,4,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,811,811,"GasA","TA","Y","FuseA",811,576,0,1387,0,0,2,0,3,2,"Gd",7,"Typ",0,1,256,"Y",0,0,0,0,0,0,0,11,2009,"WD","Normal",0,1387,0,0,2,55,55,1643,8454,11.4403547721354
30,"RL",8777,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Feedr","Norm","1Fam","1Story",5,7,1910,1950,"Gable","CompShg","MetalSd","Wd Sdng","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,796,796,"GasA","Gd","Y","FuseA",796,0,0,796,0,0,1,0,2,1,"TA",4,"Typ",0,0,0,"P",328,0,164,0,0,0,0,5,2008,"WD","Normal",0,796,328,0,1,98,58,1124,10861,11.3504065354725
120,"RL",3982,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","Av","GLQ",1154,"Unf",0,366,1520,"GasA","Ex","Y","SBrkr",1567,0,0,1567,1,0,2,0,1,1,"Ex",7,"Typ",1,3,648,"Y",312,0,0,0,0,0,0,10,2006,"New","Partial",1154,1567,312,1,2,0,0,3681,8029,12.4858271275094
120,"RL",12677,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2003,2004,"Hip","CompShg","MetalSd","MetalSd","BrkFace",472,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1218,"Unf",0,300,1518,"GasA","Ex","Y","SBrkr",1518,0,0,1518,0,0,1,1,1,1,"Ex",6,"Typ",1,2,588,"Y",185,140,0,0,0,0,0,4,2008,"WD","Normal",1218,1518,325,0,1.5,5,4,3649,17098,12.5208833853702
60,"FV",7050,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",738,"Unf",0,319,1057,"GasA","Ex","Y","SBrkr",1057,872,0,1929,1,0,2,1,3,1,"Gd",7,"Typ",1,2,650,"Y",0,235,0,0,0,0,0,5,2007,"WD","Normal",738,1929,235,1,2.5,6,6,3552,10921,12.3282902782544
80,"RL",13860,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",8,7,1972,1995,"Gable","CompShg","Plywood","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",1410,"Unf",0,542,1952,"GasA","Gd","Y","SBrkr",2000,704,0,2704,1,0,2,1,4,1,"Ex",9,"Typ",3,2,538,"Y",269,111,0,0,0,0,0,7,2009,"WD","Normal",1410,2704,380,1,2.5,37,14,5032,19434,12.7512996960135
60,"RL",10793,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",5,5,1969,1969,"Mansard","CompShg","WdShing","HdBoard","BrkFace",263,"TA","TA","CBlock","TA","TA","No","Rec",493,"BLQ",287,0,780,"GasA","Ex","Y","SBrkr",780,840,0,1620,0,0,2,1,4,1,"TA",7,"Min1",0,2,462,"Y",208,0,0,0,0,0,0,4,2007,"WD","Normal",780,1620,208,0,2.5,38,38,3070,14126,11.9316357998284
20,"FV",9187,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",9,5,2009,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",162,"Ex","TA","PConc","Ex","TA","Mn","GLQ",1121,"Unf",0,645,1766,"GasA","Ex","Y","SBrkr",1766,0,0,1766,1,0,2,1,2,1,"Ex",7,"Typ",1,3,478,"Y",195,130,0,0,0,0,0,10,2009,"New","Partial",1121,1766,325,1,2.5,0,0,3690,13684,12.8236284465392
20,"RL",10530,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1971,1971,"Hip","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",282,"LwQ",35,664,981,"GasA","TA","Y","SBrkr",981,0,0,981,1,0,1,1,3,1,"TA",5,"Typ",0,2,576,"Y",0,312,40,0,0,0,0,3,2007,"WD","Normal",317,981,312,1,1.5,36,36,2186,13420,11.872346634577
20,"RL",7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1950,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","None","None","None","None",0,"None",0,0,0,"GasA","Gd","Y","SBrkr",1048,0,0,1048,0,0,1,0,3,1,"TA",7,"Min1",0,2,420,"Y",0,27,0,0,0,0,0,7,2008,"WD","Normal",0,1048,27,0,1,58,58,1495,8695,11.4957793061353
20,"RL",10452,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,5,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","Stone",216,"TA","TA","CBlock","TA","TA","Mn","Rec",500,"Unf",0,594,1094,"GasA","Ex","Y","SBrkr",1094,0,0,1094,0,0,1,0,3,1,"TA",5,"Typ",2,2,495,"Y",0,0,0,0,287,0,0,6,2008,"WD","Normal",500,1094,0,0,1,55,55,2089,13638,11.9511803959014
60,"RL",7700,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","Norm","1Fam","2Story",6,5,1966,1966,"Gable","CompShg","MetalSd","MetalSd","BrkFace",351,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,756,756,"GasA","TA","Y","SBrkr",1051,788,0,1839,0,0,1,1,4,1,"TA",7,"Typ",1,2,442,"Y",0,124,216,0,0,0,0,6,2010,"WD","Normal",0,1839,124,0,1.5,44,44,2405,11428,11.9511803959014
